,product_name,price,seller,location,number_sold,rating,link
20,Koin Perak Silver 1oz Singapore Merlion Nadir RCM 999,525000,Air Column Pack,Tangerang,4,5.0,https://www.tokopedia.com/airpack/koin-perak-silver-1oz-singapore-merlion-nadir-rcm-999?extParam=ivf%3Dfalse%26src%3Dsearch
21,Koin Perak Buffalo Mint Id 1oz Silver Coin Not Batangan Nadir RCM IMN,599000,GOLD DINAR,Jakarta Timur,9,5.0,https://www.tokopedia.com/gold-dinar/koin-perak-buffalo-mint-id-1oz-silver-coin-not-batangan-nadir-rcm-imn?extParam=ivf%3Dfalse%26src%3Dsearch
22,Direct Fit 29x50 Capsule for 1oz Silver Bar ,13000,Bullion Enthusiast,Tangerang Selatan,8,5.0,https://www.tokopedia.com/bullion-enthusiast/direct-fit-29x50-capsule-for-1oz-silver-bar?extParam=ivf%3Dfalse%26src%3Dsearch
23,Koin Perak Bullionsot Garuda Indonesia Antiqued 1oz Silver not antam,700000,Goldsurabaya,Surabaya,2,5.0,https://www.tokopedia.com/goldsurabaya/koin-perak-bullionsot-garuda-indonesia-antiqued-1oz-silver-not-antam?extParam=ivf%3Dfalse%26src%3Dsearch
24,SILVER PERAK ISILVER RI 78 COLOUR WARNA 1oZ (31.1gr) + FREE GIFT,1375000,PACIH,Depok,1,5.0,https://www.tokopedia.com/pacih/silver-perak-isilver-ri-78-colour-warna-1oz-31-1gr-free-gift?extParam=ivf%3Dfalse%26src%3Dsearch
25,Koin Perak Korea Zi: Sin Scrofa tahun 2019 - 1oz silver,700000,Toko Duit Sebelah,Kab. Sidoarjo,5,5.0,https://www.tokopedia.com/tokoduitsebelah/koin-perak-korea-zi-sin-scrofa-tahun-2019-1oz-silver?extParam=ivf%3Dfalse%26src%3Dsearch
26,Koin Perak 2016 Australia Lunar Monkey King 1oz Silver Coin,1650000,Grab n get,Jakarta Barat,14,5.0,https://www.tokopedia.com/allgoodthings8/koin-perak-2016-australia-lunar-monkey-king-1oz-silver-coin?extParam=ivf%3Dfalse%26src%3Dsearch
27,Koin Perak Langka Kookaburra 2015 1 oz Silver coin not nadir dirham gr,709000,GOLD DINAR,Jakarta Timur,10,5.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUE6AJN6AeO6AJDUMVj9RzNrc1i6sJDUSupg9-wq3ei6iUFUiFiPcBWgZUEH_yN6_UdHAUNHmFiyRCsUst7HAnDUSC5rfB7q3YXUsthoaFiy3hSUstiy3h79fWB89P5rMzwgcuMy9uDPmUDUMNOQ3-BrBY5gBYxgIHi6sUpbm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BD7Hpjf9ZFiQBYsy3Njq3zxPcuwy3zpUstpomFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMVj9RosQR-BUstdH_rX6AnfoseDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1BRZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32Cq1hAZSuiHsuk3Bo-ojBkgpVozJ2W3jP-Hjh1gpVguJB7_jzZq7NAHAzgqB1a_VPzoVBW3MOvuczW3jz3q1N2Z9o-Q_BNyuPjrc-D63Wq3J-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7-Nys-ZHujp1MgxuOV2_fB-P7B2PfBiH72F3s-DPuKp_MYiH7-MyuPzq1Y2Z9P-q9P2yOx3QcoXQcgjz7gXyRB-ojBWPRxy8BVE_Ozq6cgU_sCi3IKd3_--q1hAZS2gHsBN3ByNq3oW6_osHBu2_fB-81Nk19uo8MH7_uzg81OEgR2vuJJO_uzsq1hAZS2gHsBN3ByN8B29zSBgHMP2_fB-81Y1z9uozJ7F_jzCH1Ok39PouVJ7_1zuq3gzv_7ibm-sQIupPcua9fBj9RyaUstpoArhHZFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHsrf6ZUDUsep6_yibmUp6AHpUB7DUMVDPcuaQMV7guY0g9BRQR-jUstiqfY2QiCFg9-xqaC58iUDUSCaq3oB9f-2gmUEoAnFbm-SQfVD9fBjUstabm-0HMWwgcBpPcVXyfuwrfo5rM1i6snXHsHa6_JN6_yhHsJ7HAyOo_1DUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUE6_nabsKd6AjFHsyN6_JFH_JDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXH_ydHAr7HsrRHAyfo_Ua6_xY?src=search&keywords=perak+1oz&ob=23&t=desktop&pub_unit=0&pub_domain=0&is_search=1&pub_id=0&dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fgold-dinar%2Fkoin-perak-langka-kookaburra-2015-1-oz-silver-coin-not-nadir-dirham-gr%3FextParam%3Divf%253Dfalse%26src%3Dtopads&page=1&management_type=1
28,Koin Perak 2023 Mother and Baby Kangaroo 2 oz Silver Piedfort Coin,1100000,Bullion Enthusiast,Tangerang Selatan,1,5.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_jNo_1Fo_Jpbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSz2Q31i6sJf6_ja6Ana6_nDUMoFyaUE6A1Fbm-FQRo2PcB5QiUEH_KDUMVDgaUEUMVDPVY0g9BRQR-j9fzBgMVOQIeibm-XP3Oig9-wQfgwy3zpUstaHaFiQSuWyMua9fVjrOYag9Ji6sUObm-sy9zwq3zpUs2QoAHNoB7DUMNwyfVXgcBjy9zB9fVjraUEHpeDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEH_n7HidpH_UObm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-P7B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qMrh_1zGQu2IZ_-Hucrh3uz-PJNJ1MW6epn7332uHjh91_zgQu2W_OzjQu2JuMB6q1BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9Pd3I2z8jY13sxMZJdFyBxd6VjaZ3BHe72E3_UN8u2363BsQ_jpyp-uq1Y2Z9B68jBO_BzSo1N1gRx68BJh_S2SHJN_Z9o-QjNkysoGQVKp_Mhg3J2ky1o-ojBk__ooepeO_320H7Nke_-68BjO_jzzq3gzv_7ibm-sQIupPcua9fBj9RyaUstp6_jRbm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUaopyNUiFioAHNoiUDUsHdHpHi9ZFiy3h7g9-Xy9zB9fWB89P5rMei6i-0QfBXUICBrMV0UcYEUiFigR-5P9CwrRzay9zBgRji6BDhbA-Pbm-FrMBsguYiq3ei6sKOHmFigfYxQVY2gmUEHiFiqp-09fz2rRzxQMoB9RosQR-BUstFbsUpHsjh6_jfH_UhoAnfo_1Obm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6sJhHpnXHseRosnd6Aed6_1OHiFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmdF6AHRHpnR6_1d6_yOHprNHS7?r=https%3A%2F%2Fwww.tokopedia.com%2Fbullion-enthusiast%2Fkoin-perak-2023-mother-and-baby-kangaroo-2-oz-silver-piedfort-coin%3FextParam%3Divf%253Dtrue%26src%3Dtopads&t=desktop&ob=23&pub_id=0&management_type=1&pub_domain=0&keywords=perak+1oz&src=search&page=1&is_search=1&pub_unit=0&dv=desktop
29,Koin Perak Australia Lunar Pig 2019 1 oz Silver Coin Batangan Dirham,749000,GOLD DINAR,Jakarta Timur,9,5.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_Up6_HFos1Fbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSz2Q31i6sJf6_ja6Ana6_nDUMoFyaUEoAnFbm-FQRo2PcB5QiUEH_jDUMVDgaUEUMVDPVY0g9BRQR-j9fzBgMVOQIeibm-XP3Oig9-wQfgwy3zpUstaHaFiQSuWyMua9fVjrOYag9Ji6sUObm-sy9zwq3zpUs2QoAHNoB7DUMNwyfVXgcBjy9zB9fVjraUEHpeDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUE6AHRbsJNomFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z_oHqj1F_32SH1NEz_CoqMrh_S2VHJO2Z9o-Q9zDguxjPMoW1MgsHjNfyfOuq1Y2Z9P-q9P2yM7NPujau3Bvq1j7_BzC8u2W1MB6q_n7_BPV81h11_CqzVV7_7P-H1N2H3Wvz72W3M20HO2W1_VgqBB2_JoGPMoWQcNxupuM3jP3POKaQcW-qMY2_1o-r7BW69BxufzFyMFNPfoW63Wju7dF3A-Dq7BkQfBoe7BpZ37N83V9gICiQABEy1rNPOKaQcW-qMY2_1o-r7BXzsVq3JtO3AoZqVtp_3Bvq12p_uydHJOEqp-MZIxEgJrh6cgI_MB-q9P2yp-6PMoWuMggQj2fgAo6QJBkQfBoqBBE_c2sH1NJu9x6zcPR_7zu8jO1u3BHe72E3_UN8u23692qu7gN3_-Sq1Y2Z9BvucoO_Ozo8jYJe_uoqjOd_BzV8JNku3BM1_7YUiFiyfhOrRzBrBY2gVYfHiUEHpeRH_JDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsURosjibmU7HpjfUiFiHpKpHa-Pbm-xQIzBrMNxPcuwqfuNPfYagmUEUMW5q3dKrcuay3DKQRtibm-FrMBsguYiq3ei6seFHmFigfYxQVY2gmUEHiFiqp-09fz2rRzxQMoB9RosQR-BUstFbsUpHsjh6_jfH_UhoAnfo_1Obm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6sKdHidF6AyRH_rOo_yp6Anhbm-hP3ua8uYag3hay3N09RosQR-BUstFbsnfopU7o_yRoAHRo_nfopepwe?page=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fgold-dinar%2Fkoin-perak-australia-lunar-pig-2019-1-oz-silver-coin-batangan-dirham%3FextParam%3Divf%253Dfalse%26src%3Dtopads&keywords=perak+1oz&dv=desktop&is_search=1&pub_unit=0&pub_domain=0&t=desktop&pub_id=0&ob=23&src=search&management_type=1
30,Perak Batangan Rand Afrika Year of The Snake 2013 1Oz Silver Bar Rare,587020,GOLD DINAR,Jakarta Timur,6,4.8,https://www.tokopedia.com/gold-dinar/perak-batangan-rand-afrika-year-of-the-snake-2013-1oz-silver-bar-rare?extParam=ivf%3Dfalse%26src%3Dsearch
31,SILVER PERAK DRAGON 2024 1OZ 1 OZ 31.1GR + FREE Gift ,555000,PACIH,Depok,9,4.8,https://www.tokopedia.com/pacih/silver-perak-dragon-2024-1oz-1-oz-31-1gr-free-gift?extParam=ivf%3Dfalse%26src%3Dsearch
32,Silver Coin 2018 Tiger & Dragon Australia 1 oz Koin Perak 1oz,1250000,teknopolis,Bandung,2,5.0,https://www.tokopedia.com/teknopolis/silver-coin-2018-tiger-dragon-australia-1-oz-koin-perak-1oz?extParam=ivf%3Dfalse%26src%3Dsearch
33,PERAK BARU BRITANNIA 2023 SILVER BULLION COIN 1oZ (31.1gr) + FREE GIFT,550000,PACIH,Depok,8,5.0,https://www.tokopedia.com/pacih/perak-baru-britannia-2023-silver-bullion-coin-1oz-31-1gr-free-gift-crls-coronation?extParam=ivf%3Dfalse%26src%3Dsearch
34,Silver Coin ( Koin Perak ) Canadian Maple Leaf 2015 1oz,850000,Shop It,Surabaya,30,5.0,https://www.tokopedia.com/shopit10/silver-coin-koin-perak-canadian-maple-leaf-2015-1oz?extParam=ivf%3Dfalse%26src%3Dsearch
35,Australian Kangaroo 2022 - 1oz koin perak,545000,Kedai KuPih,Surabaya,5,5.0,https://www.tokopedia.com/kedaikupih/australian-kangaroo-2022-1oz-koin-perak?extParam=ivf%3Dfalse%26src%3Dsearch
36,SILVER PERAK ISILVER RI 78 1oZ (31.1gr) + FREE GIFT,1275000,PACIH,Depok,3,5.0,https://www.tokopedia.com/pacih/silver-perak-isilver-ri-78-1oz-31-1gr-free-gift?extParam=ivf%3Dfalse%26src%3Dsearch
37,SILVER PERAK BULLIONSPOT YINYANG LOTUS ANTIQUE FINISH 1oZ (31.1gr),650000,PACIH,Depok,1,5.0,https://www.tokopedia.com/pacih/silver-perak-bullionspot-yinyang-lotus-antique-finish-1oz-31-1gr?extParam=ivf%3Dfalse%26src%3Dsearch
38,Koin Perak Bullionspot Makkah GITD 1oz Silver not antam nadir pamp,700000,Goldsurabaya,Surabaya,2,5.0,https://www.tokopedia.com/goldsurabaya/koin-perak-bullionspot-makkah-gitd-1oz-silver-not-antam-nadir-pamp?extParam=ivf%3Dfalse%26src%3Dsearch
39,PERAK SILVER CANADIAN MAPLE LEAF 2021 1oZ (31.1gr) + FREE GIFT,565000,PACIH,Depok,1,4.0,https://www.tokopedia.com/pacih/perak-silver-canadian-maple-leaf-2021-1oz-31-1gr-free-gift?extParam=ivf%3Dfalse%26src%3Dsearch
40,Perak / Silver iSilver Asmaul Husna 1oz,645000,IMK_Store,Tangerang Selatan,3,5.0,https://www.tokopedia.com/imkstore/perak-silver-isilver-asmaul-husna-1oz?extParam=ivf%3Dfalse%26src%3Dsearch
41,SILVER PERAK BULLIONSPOT YINYANG LOTUS COLOURED 1oZ (31.1gr) FREE GIFT,685000,PACIH,Depok,3,5.0,https://www.tokopedia.com/pacih/silver-perak-bullionspot-yinyang-lotus-coloured-1oz-31-1gr-free-gift?extParam=ivf%3Dfalse%26src%3Dsearch
42,Kapsul Perak Batangan 1oz / Capsule Silver Bar 1oz kualitas premium,12000,Goldsurabaya,Surabaya,6,5.0,https://www.tokopedia.com/goldsurabaya/kapsul-perak-batangan-1oz-capsule-silver-bar-1oz-kualitas-premium?extParam=ivf%3Dfalse%26src%3Dsearch
43,Koin Perak American Silver Eagle (ASE) 2021 1oz Silver Coin,750000,Bullion Enthusiast,Tangerang Selatan,1,5.0,https://www.tokopedia.com/bullion-enthusiast/koin-perak-american-silver-eagle-ase-2021-1oz-silver-coin-type-1-f3e54?extParam=ivf%3Dfalse%26src%3Dsearch
44,Koin Perak 2019 1oz Silver Coin Double Dragon Perth Mint 1 oz Naga,900000,teknopolis,Bandung,6,5.0,https://www.tokopedia.com/teknopolis/koin-perak-2019-1oz-silver-coin-double-dragon-perth-mint-1-oz-naga?extParam=ivf%3Dfalse%26src%3Dsearch
45,Koin Perak Australia Year of the Rabbit Dragon Privy 2023 - 1oz silver,625000,Toko Duit Sebelah,Kab. Sidoarjo,30,5.0,https://www.tokopedia.com/tokoduitsebelah/koin-perak-australia-year-of-the-rabbit-dragon-privy-2023-1oz-silver?extParam=ivf%3Dfalse%26src%3Dsearch
46,Koin Perak Krugerrand Afrika Selatan 2018 - 1oz Fine Silver Coin,500000,Nurse cell,Kab. Sukabumi,4,4.0,https://www.tokopedia.com/nursecell/koin-perak-krugerrand-afrika-selatan-2018-1oz-fine-silver-coin?extParam=ivf%3Dfalse%26src%3Dsearch
47,SILVER PERAK BULLIONSPOT RED AROWANA ARWANA 1oZ (31.1gr) + FREE GIFT,695000,PACIH,Depok,14,5.0,https://www.tokopedia.com/pacih/silver-perak-bullionspot-red-arowana-arwana-1oz-31-1gr-free-gift?extParam=ivf%3Dfalse%26src%3Dsearch
48,1oz .999 Canadian Maple Leaf Silver Coin 2012,779000,MUREX,Surabaya,30,4.8,https://www.tokopedia.com/murex/1oz-999-canadian-maple-leaf-silver-coin-2012?extParam=ivf%3Dfalse%26src%3Dsearch
49,Koin Perak Isilver Asmaul Husna V2 1oz Silver not antam nadir srh pamp,680000,Goldsurabaya,Surabaya,3,5.0,https://www.tokopedia.com/goldsurabaya/koin-perak-isilver-asmaul-husna-v2-1oz-silver-not-antam-nadir-srh-pamp?extParam=ivf%3Dfalse%26src%3Dsearch
50,Koin Perak/Silver Coin Niue Pac-Man 40th Anniversary 2020 (1oz),825000,Bullion Collector,Jakarta Utara,1,5.0,https://www.tokopedia.com/bullioncollector/koin-perak-silver-coin-niue-pac-man-40th-anniversary-2020-1oz?extParam=ivf%3Dfalse%26src%3Dsearch
51,Canada Silver Maple Leaf 2014 Horse Privy 1oz Silver Coin,750000,Grab n get,Jakarta Barat,2,5.0,https://www.tokopedia.com/allgoodthings8/canada-silver-maple-leaf-2014-horse-privy-1oz-silver-coin?extParam=ivf%3Dfalse%26src%3Dsearch
52,Perak 1 oz Australian Dragon Coin Bar 2023,600000,Bullion Enthusiast,Tangerang Selatan,8,5.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_jdoAKfosjdbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-7QSom1Vx_qjov83hbZSVkgBBvPsVVy7gsZcdOZBUN_MzS_jVzZf1OrJ1N1pPhrRC763YCguVMZuY2gI-foAVXu3uaQ_xvrsC0q1yf8soW3Ax_1IKfoJhegu-EquouHIuDH9oIrBCVzIx3y3HpgsnRz_zsqu-y31ogeSuk1sBHyaUDUSz2Q31i6sJf6_ja6AnpHAUDUMoFyaUE6_nFbm-FQRo2PcB5QiUEHZFiy3hSUstirI-5gIusPVY7QOYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEHs1DUMNOQ3-BrBYxgIowrMuhUstaoZFiyfV79fBjraUE3pep6_gPbm-X9foxQMz2gcV7guYxgIHi6sr7bm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6seFHiddosrdH_Jh6AyFosrNbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OE_9uo8jOE_92o8jOE_92o8jOE_92oq1hAZM2jZJ2Myp-3qcoW_MY-qMY2_1o-r7BWPchB3czfyfOZgMHa_SgsQuu2_fB-P7B2PfBiQ_BO3_-uq1Y2ZMh6uO-W3uPz8V22HIxqQuuR_VzzHJNWZ9zguJuN39jF8B2JgchqzJjF3uzjqVBkyfBHe72fyfODQMV9o3gqzOgR3A-Dq7BkQfBoe7BpZ37N83V9gICiQABRyf7Nqfz9_sCyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D692xzpBR3A-Dq7BkQfBoe7BpZ3NcHu2yZsuyHO-t3sooq1Y2ZSoousKF_920HMgU8c2gq1BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qjV2_JoG8Bja69BqusBE3BPc8ujagfBvq1jF_1z-P1YJ3_ovzJud_uzSHjOJ3_ov17tNUiFiyfhOrRzBrBY2gVYfHiUEHpjNoaFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHsrf6ZUDUsep6_yibmUp6AHpUB7DUMPaQRuF9Ro7rMV7g3PNUs2QHZFa9ZFirI-2yfuwyMBjUstNHAnDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEH_HpoZddH_yho_yO6_J7HAjpbm-hP3ua8uYag3hay3N09RosQR-BUstFbsUf6_jRopn76AJf6_epH_VY?dv=desktop&pub_unit=0&ob=23&t=desktop&src=search&is_search=1&pub_domain=0&page=2&pub_id=0&r=https%3A%2F%2Fwww.tokopedia.com%2Fbullion-enthusiast%2Fperak-1-oz-australian-dragon-coin-bar-2023%3FextParam%3Divf%253Dtrue%26src%3Dtopads&keywords=perak+1oz&management_type=1
53,Hardys Tintara Shiraz,600000,Minumanku,Jakarta Utara,2,5.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEopUd6A1RoprDUMVj9RzNrc1i6sJDUSupg9-wq3ei6iUFUiFirfuprfB5QBY2gmUEUSzXr7-e3Voke7YNQJWGr32M31YfH1uszMoUQsuG1sB6gcP6euVbg_uFz_B_oRVprIeNQ7VB13g-9fBjrSy7H3Nug9-W6JYaHcW2zsgEHfOy6Voe8Ay7_VCB1S221O1FP3Fhr7Pa1JuJ8VgxypoMHAPVoco21BxgeOBmP32Z61hsUiFiPcBWgZUEH_yN6_UdHAHFHiFiyRCsUsth6AnFbm-FQRo2PcB5QiUEoZFiy3hSUstirI-5gIusPVY7QOYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEHs1DUMNOQ3-BrBYxgIowrMuhUstaoZFiyfV79fBjraUE3pHObAeOopnDoA1R6u7DUMNwyfVXgcBjy9zB9fVjraUEopeDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEHpjabsrFo_rOoAnpHsnOopHDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1BRZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32Cq1hAZSuiHsuk3Bo-ojBWu_VqzO2t3jzcQ1h1zMOquJV7_jzzHBB2H3xouJ2k_Vz6q7dauMWoqB-t_s-cq1NNZ9o-Q_BNyuPjrc-D63Wq3J-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7-Nys-ZHujp1MgxuOV2_fB-P7B2PfBiH72F3s-DPuKp_MYiH7-MyuPzq1Y2Z9P-q9P2yOx3QcoXQcgjz7gXyRB-ojBWPRxizpjpgjxdqBB2Z9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBke3BHe72E3_UN8u23692qu7gN3_-Sq1Y2Z92vuJBO_S2CH1NEu_CozJON_1zuH7ONZsjibm-sQIupPcua9fBj9RyaUstpH_nfoZFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHsrf6ZUDUsep6_yibmUp6AHpUB7DUSCaq3oB9f-2gmUEH_KFHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstNHpUXHpj7opeOosyOo_jN6ZFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmdFHsKfHp1fHsK7H_1OosjhHAPY?r=https%3A%2F%2Fwww.tokopedia.com%2Fminumanku%2Fhardys-tintara-shiraz%3FextParam%3Divf%253Dfalse%26src%3Dtopads&pub_id=0&management_type=2&src=search&pub_unit=0&pub_domain=0&page=2&t=desktop&ob=23&dv=desktop&is_search=1&keywords=perak+1oz
54,Koin Perak Bullionspot Lotus Antiqued 1oz Silver not antam nadir pamp,700000,Goldsurabaya,Surabaya,1,5.0,https://www.tokopedia.com/goldsurabaya/koin-perak-bullionspot-lotus-antiqued-1oz-silver-not-antam-nadir-pamp?extParam=ivf%3Dfalse%26src%3Dsearch
55,Koin Perak Congo Dunkleosteus 2023 - 1oz silver,575000,Toko Duit Surabaya,Surabaya,4,5.0,https://www.tokopedia.com/tokoduitsurabaya/koin-perak-congo-dunkleosteus-2023-1oz-silver?extParam=ivf%3Dfalse%26src%3Dsearch
56,Kowi graphite crucible 2 kg alat lebur logam emas dan perak,256000,ARAMBANA SHOP 2,Surabaya,4,5.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_jfHsrhHsJabm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-7QSom1Vx_qjov83hbZSVkgBBvPsVVy7gsZcdOZBUN_MzS_jVzZf1OrJ1N1pPhrRC763YCguVMZuY2gI-foAVXu3uaQ_xvrsC0q1yf8soW3Ax_1IKfoJhegu-EquouHIuDH9oIrBCVzIx3y3HpgsnRz_zsqu-y31ogeSuk1sBHyaUDUSz2Q31i6sJf6_ja6AnpHAUDUMoFyaUE6AnFbm-FQRo2PcB5QiUE6ZFiy3hSUstirI-5gIusPVY7QOYFrMYjP3o7UiFiQSuWyMua9fYM9fVjraUEHs1DUMNOQ3-BrBYxgIowrMuhUstaoZFiyfV79fBjraUE3pep6_gPbm-X9foxQMz2gcV7guYxgIHi6sr7bm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6sUNomdf6AjpH_Ufo_jRoAjObm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-P7B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-Qu1h3jPqqV2JzMOHuJgW3BzCPJNJ1_-gq_Vt_uzGqjh1_MW6HBg0_32ZqJdazMB681BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9Pd3I2z8jY13sxMz7N2Z3BRq3Ha_SgsQugM33NGPMep_Mh-qMY2_1o-r7BX_M2iH72D3Ao6QVByZM2xe7jfZ32-o1NAoA-vzcWE_uz-HjN1qpo6zcDhZ3dFvZUDUMoDP9o7g9-wq3zwPsUi6s1fHsKDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsURosjibmU7HpjfUiFiHpKpHa-Pbm-FrMBsguYiq3ei6sKFHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstd6AHXopeF6_JFopJho_eObm-hP3ua8uYag3hay3N09RosQR-BUstFbsnOoAe7H_y7o_jfosKFo_rdwe?t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Farambana%2Fkowi-graphite-crucible-2-kg-alat-lebur-logam-emas-dan-perak%3FextParam%3Divf%253Dfalse%26src%3Dtopads&page=2&pub_unit=0&dv=desktop&src=search&is_search=1&pub_domain=0&ob=23&management_type=1&keywords=perak+1oz&pub_id=0
57,Perak Batangan 1oz Royal Celebration Silver Bar ,675000,Bullion Enthusiast,Tangerang Selatan,1,5.0,https://www.tokopedia.com/bullion-enthusiast/perak-batangan-1oz-royal-celebration-silver-bar?extParam=ivf%3Dfalse%26src%3Dsearch
58,isilver silver perak coin 1oz Nabi Ibrahim,630000,hb online,Surabaya,7,5.0,https://www.tokopedia.com/honline-2/isilver-silver-perak-coin-1oz-nabi-ibrahim?extParam=ivf%3Dfalse%26src%3Dsearch
