,product_name,price,seller,location,number_sold,rating,link
59,Koin Perak Panda 2016 30 gr Silver srh batangan coin rcm nadir dirham,669000,GOLD DINAR,Jakarta Timur,19,5.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_raH_HRHpnhbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-7QSom1Vx_qjov83hbZSVkgBBvPsVVy7gsZcdOZBUN_MzS_jVzZf1OrJ1N1pPhrRC763YCguVMZuY2gI-foAVXu3uaQ_xvrsC0q1yf8soW3Ax_1IKfoJhegu-EquouHIuDH9oIrBCVzIx3y3HpgsnRz_zsqu-y31ogeSuk1sBHyaUDUSz2Q31i6sJf6_ja6AnpHAUDUMoFyaUEoAnFbm-FQRo2PcB5QiUEH_JDUMVDgaUEUSCaQfzOyRzwPcYwrI-5gIusPmUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BD7Hpjf9ZFiQBYsy3Njq3zxPcuwy3zpUstRomFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMVj9RosQR-BUsta6AHXH_1O6_JNosUhopnNomFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9P-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ3OuHu2I3MxqzJgW_VzcQu21e9z6zVJa33jhqJO1ZM2HuJN0_s-3q7Ok1Mx6Hjg2_SB-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3OR8VxE192vuVtdgjP6q1B2PfBsHjNfyfO3gBBXZSgjH7NDZ325q1OAZ9o-QjNkysoGQVKp_Mhg3J2ky1o-ojBkZ_zo8_zd_Bzuo1O1qp-oqj1p_1z0HJBXHA7ibm-sQIupPcua9fBj9RyaUstOosUdbm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUaopyNUiFioAHNoiUDUsHdHpHi9ZFirI-2yfuwyMBjUst7HAnDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUE6AUpbsUp6_rpH_JfopHfbm-hP3ua8uYag3hay3N09RosQR-BUstFbsna6_HFoAHOHsHaHpJdo_Kdwe?pub_id=0&pub_unit=0&page=2&ob=23&management_type=1&t=desktop&keywords=perak+1oz&src=search&is_search=1&dv=desktop&pub_domain=0&r=https%3A%2F%2Fwww.tokopedia.com%2Fgold-dinar%2Fkoin-perak-panda-2016-30-gr-silver-srh-batangan-coin-rcm-nadir-dirham%3FextParam%3Divf%253Dfalse%26src%3Dtopads
60,Koin Perak 1 oz ZI:SIN SCROFA 2019 Korea Silver coin Komsco 1oz medali,975000,teknopolis,Bandung,2,5.0,https://www.tokopedia.com/teknopolis/koin-perak-1-oz-zi-sin-scrofa-2019-korea-silver-coin-komsco-1oz-medali?extParam=ivf%3Dfalse%26src%3Dsearch
61,Martell - Red Barrel 700 ml,960000,Drinking Goat,Bandung,10,5.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_KOo_Uhosjhbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-7QSom1Vx_qjov83hbZSVkgBBvPsVVy7gsZcdOZBUN_MzS_jVzZf1OrJ1N1pPhrRC763YCguVMZuY2gI-foAVXu3uaQ_xvrsC0q1yf8soW3Ax_1IKfoJhegu-EquouHIuDH9oIrBCVzIx3y3HpgsnRz_zsqu-y31ogeSuk1sBHyaUDUSz2Q31i6sJf6_ja6AnpHAUDUMoFyaUEH_rOHmFircYpq9z2Qfdi6sJNbm-xQcri6i-0g9BRQR-j9Rz59RCaQfzOyRzwgcuMy9uDPmUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDpoZF7o_rFbAeO6ACPbm-X9foxQMz2gcV7guYxgIHi6sr7bm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6sepHidN6_Kh6AnRoAJOoAUhbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-P7B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-Qu1h3jPqqV2JzMOHuJgW3BzCPJNJ1_-gq_Vt_uzGqjh1_MW6HBg0_32ZqJdazMB681BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9PdyjrNHfgU8c2gq1BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qjV2_JoG8Bja69BqusBE3BPc8ujagfBvq1jF_92-P1Y1qpzoucPR_S2z8JN119Bo17tNUiFiyfhOrRzBrBY2gVYfHiUEHpyN6_KDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsURosjibmU7HpjfUiFiHpKpHa-Pbm-FrMBsguYiq3ei6sJRo_nDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEH_nOoZdp6_yOopHhHpeFHAKpbm-hP3ua8uYag3hay3N09RosQR-BUstFbsnNHsHfHp1dHAU7HpyhosUhwe?dv=desktop&t=desktop&is_search=1&ob=23&management_type=2&src=search&keywords=perak+1oz&page=2&pub_unit=0&r=https%3A%2F%2Fwww.tokopedia.com%2Fdrinking-goat%2Fmartell-red-barrel-700-ml%3FextParam%3Divf%253Dfalse%26src%3Dtopads&pub_id=0&pub_domain=0
62,Koin Perak Korea Zi: Sin Rattus tahun 2020 - 1oz silver,825000,Toko Duit Surabaya,Surabaya,20,5.0,https://www.tokopedia.com/tokoduitsurabaya/koin-perak-korea-zi-sin-rattus-tahun-2020-1oz-silver?extParam=ivf%3Dfalse%26src%3Dsearch
63,Koin Perak Australia Super Pit Mine 2019 - 1oz silver,650000,Toko Duit Surabaya,Surabaya,2,5.0,https://www.tokopedia.com/tokoduitsurabaya/koin-perak-australia-super-pit-mine-2019-1oz-silver?extParam=ivf%3Dfalse%26src%3Dsearch
64,Koin Perak Dragon Tiger Australia 2018 - 1oz silver,1250000,Toko Duit Surabaya,Surabaya,80,5.0,https://www.tokopedia.com/tokoduitsurabaya/koin-perak-dragon-tiger-australia-2018-1oz-silver?extParam=ivf%3Dfalse%26src%3Dsearch
65,Koin Perak 1 oz Chiwoo Cheonwang 2018 Korea Silver coin Komsco 1oz,925000,teknopolis,Bandung,2,5.0,https://www.tokopedia.com/teknopolis/koin-perak-1-oz-chiwoo-cheonwang-2018-korea-silver-coin-komsco-1oz?extParam=ivf%3Dfalse%26src%3Dsearch
66,Koin Perak/Silver Coin Apmex Kepala Suku Indian Sioux 1oz (2021),750000,Bullion Collector,Jakarta Utara,1,5.0,https://www.tokopedia.com/bullioncollector/koin-perak-silver-coin-apmex-kepala-suku-indian-sioux-1oz-2021?extParam=ivf%3Dfalse%26src%3Dsearch
67,Koin Perak San Diego Zoo Wildlife Alliance Rhinoceros 1oz Colorized,825000,Fine Gold Gallery,Jakarta Utara,1,5.0,https://www.tokopedia.com/finegoldgallery/koin-perak-san-diego-zoo-wildlife-alliance-rhinoceros-1oz-colorized?extParam=ivf%3Dfalse%26src%3Dsearch
68,Koin Perak 2013 Panda 1oz Silver Coin,1400000,Grab n get,Jakarta Barat,3,5.0,https://www.tokopedia.com/allgoodthings8/koin-perak-2013-panda-1oz-silver-coin?extParam=ivf%3Dfalse%26src%3Dsearch
69,Roche Mazet Merlot Pays D'OC Wine 750ml - Instan-Sameday,280000,IndoSpirits sunter,Jakarta Utara,40,5.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_eFHpjdHAyObm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-7QSom1Vx_qjov83hbZSVkgBBvPsVVy7gsZcdOZBUN_MzS_jVzZf1OrJ1N1pPhrRC763YCguVMZuY2gI-foAVXu3uaQ_xvrsC0q1yf8soW3Ax_1IKfoJhegu-EquouHIuDH9oIrBCVzIx3y3HpgsnRz_zsqu-y31ogeSuk1sBHyaUDUSz2Q31i6sJf6_ja6AnpHAUDUMoFyaUEH_KFHmFircYpq9z2Qfdi6sUhbm-xQcri6i-0g9BRQR-j9Rz59RCaQfzOyRzwgcuMy9uDPmUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDpoZF7o_rFbAeOopBPbm-X9foxQMz2gcV7guYxgIHi6sr7bm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6sHN6mdNHsKh6AJ7o_rNH_rRHaFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9P-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ3OuHu2I3MxqzJgW_VzcQu21e9z6zVJa33jhqJO1ZM2HuJN0_s-3q7Ok1Mx6Hjg2_SB-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3OR8c-I6_oMZIxk33B-r7BX_M2iH72D3A-G83UpgI2q17jfZ32Cq1hAZS2gHsBN3ByN8B29zSBgHMP2_fB-8jY1gRuvuJj7_uzS8JNJu_ovuJ1p_S2oq3gzv_7ibm-sQIupPcua9fBj9RyaUstp6AjR6mFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHsrf6ZUDUsep6_yibmUp6AHpUB7DUSCaq3oB9f-2gmUEH_KFHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstN6AyXosy7HpraHpyao_KaoiFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmdhHsnRHpHaHAUf6_eRH_eRwe?dv=desktop&pub_id=0&r=https%3A%2F%2Fwww.tokopedia.com%2Findospiritssunter%2Froche-mazet-merlot-pays-d-oc-wine-750ml-instan-sameday%3FextParam%3Divf%253Dfalse%26src%3Dtopads&t=desktop&ob=23&src=search&pub_domain=0&keywords=perak+1oz&page=2&pub_unit=0&management_type=2&is_search=1
70,WHITE WINE Yellowglen Yellow Brut Cuvee / Pink Soft Rose 750ML - YELLOW,460000,WINE CARTEL,Jakarta Selatan,1,5.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_1pHseh6_yRbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-7QSom1Vx_qjov83hbZSVkgBBvPsVVy7gsZcdOZBUN_MzS_jVzZf1OrJ1N1pPhrRC763YCguVMZuY2gI-foAVXu3uaQ_xvrsC0q1yf8soW3Ax_1IKfoJhegu-EquouHIuDH9oIrBCVzIx3y3HpgsnRz_zsqu-y31ogeSuk1sBHyaUDUSz2Q31i6sJf6_ja6AnpHAUDUMoFyaUEH_nFHmFircYpq9z2Qfdi6sUpbm-xQcri6i-0g9BRQR-j9Rz59RCaQfzOyRzwgcuMy9uDPmUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDpoZF7o_rFbAeOopBPbm-X9foxQMz2gcV7guYxgIHi6sr7bm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6seFHida6_KOHsepHsnNHArabm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-P7B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-Qu1h3jPqqV2JzMOHuJgW3BzCPJNJ1_-gq_Vt_uzGqjh1_MW6HBg0_32ZqJdazMB681BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9PdyjrNHfgU8c2gq1BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qjV2_JoG8Bja69BqusBE3BPc8ujagfBvq1jF_1z-P1Okqpz6uJjF_92-P7Y1e_ooq1tNUiFiyfhOrRzBrBY2gVYfHiUEH_jNoAKDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsURosjibmU7HpjfUiFiHpKpHa-Pbm-SrMYOrVYpPI-xPcuS8ZUE3pJDHB7DUSCaq3oB9f-2gmUEH_nFHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstNosrXoAKRopyaHpJpHpKOHZFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmdhHprhH_yposraosyd6AHawe?dv=desktop&is_search=1&pub_domain=0&keywords=perak+1oz&ob=23&pub_unit=0&t=desktop&management_type=1&src=search&pub_id=0&page=2&r=https%3A%2F%2Fwww.tokopedia.com%2Fwinecartel%2Fwhite-wine-yellowglen-yellow-brut-cuvee-pink-soft-rose-750ml-yellow%3FextParam%3Divf%253Dfalse%26src%3Dtopads
71,Sterling Reserve - B10 Premium - Blended Whisky - 375ml,179000,minuman_com,Jakarta Selatan,60,5.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_1d6_KOHsnFbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-7QSom1Vx_qjov83hbZSVkgBBvPsVVy7gsZcdOZBUN_MzS_jVzZf1OrJ1N1pPhrRC763YCguVMZuY2gI-foAVXu3uaQ_xvrsC0q1yf8soW3Ax_1IKfoJhegu-EquouHIuDH9oIrBCVzIx3y3HpgsnRz_zsqu-y31ogeSuk1sBHyaUDUSz2Q31i6sJf6_ja6AnpHAUDUMoFyaUEH_jOHmFircYpq9z2Qfdi6sUObm-xQcri6i-0g9BRQR-j9Rz59RCaQfzOyRzwgcuMy9uDPmUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDpoZF7o_rFbAeOopxPbm-X9foxQMz2gcV7guYxgIHi6sr7bm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6sHRomdR6_jOHA1RHpJdopyaoZFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9P-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ3OuHu2I3MxqzJgW_VzcQu21e9z6zVJa33jhqJO1ZM2HuJN0_s-3q7Ok1Mx6Hjg2_SB-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3OR8c-I6_oMZIxk33B-r7BX_M2iH72D3A-G83UpgI2q17jfZ32Cq1hAZS2gHsBN3ByN8B29zSBgHMP2_fB-8jNE19u68MDO_BzCH1NE_9xvzcHa_32uq3gzv_7ibm-sQIupPcua9fBj9RyaUstpH_nfoZFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHsrf6ZUDUsep6_yibmUp6AHpUB7DUMPaQRuF9Ro7rMV7g3PNUs2QHZFa9ZFirI-2yfuwyMBjUsth6_1Fbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6sj7HiddHAJN6_j7opUhopKObm-hP3ua8uYag3hay3N09RosQR-BUstFbsJ7oAjdoA1posJfHA176_nawe?keywords=perak+1oz&pub_unit=0&pub_domain=0&page=2&is_search=1&pub_id=0&ob=23&src=search&dv=desktop&t=desktop&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fminumancom%2Fsterling-reserve-b10-premium-blended-whisky-375ml%3FextParam%3Divf%253Dfalse%26src%3Dtopads
72,Vibe Creme de Menthe 700ml,237000,INDONESIA DUTY FREE,Jakarta Pusat,12,5.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_JhHpepop1pbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-7QSom1Vx_qjov83hbZSVkgBBvPsVVy7gsZcdOZBUN_MzS_jVzZf1OrJ1N1pPhrRC763YCguVMZuY2gI-foAVXu3uaQ_xvrsC0q1yf8soW3Ax_1IKfoJhegu-EquouHIuDH9oIrBCVzIx3y3HpgsnRz_zsqu-y31ogeSuk1sBHyaUDUSz2Q31i6sJf6_ja6AnpH_UDUMoFyaUEH_eFHmFircYpq9z2Qfdi6sUDUMVDgaUEUMWB89P5rMzwPcYwrI-5gIusPVYjg3gxP3h7UiFiQSuWyMua9fYM9fVjraUEH_HDUMNOQ3-BrBYxgIowrMuhUstaoZFiyfV79fBjraUE3pHObAeOopnDoA1dHV7DUMNwyfVXgcBjy9zB9fVjraUEopeDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEoAnFbsUfoAKRosrFHAyhH_JDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1BRZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32Cq1hAZSuiHsuk3Bo-ojBkgRPg8Bud_1zS81h1z_uvz7B7_jPVPO22HAu68jOE_VzC8JNEeMhozJ7h3MO-8V2AZ9o-Q_BNyuPjrc-D63Wq3J-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7-Nys-ZHujp1MgxuOV2_fB-P7B2PfBiH72F3s-DPuKp_MYiH7-MyuPzq1Y2Z9P-q9P2yOx3QcoXQcgjz7gXyRB-ojBWPRxizpjpgjxdqBB2Z9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBke3BHe72E3_UN8u23692qu7gN3_-Sq1Y2Z_CozJVO_32gHJYJyp-68jVR_M2V8JO_Zsjibm-sQIupPcua9fBj9RyaUsthHprO6ZFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHsrf6ZUDUsep6_yibmUp6AHpUB7DUSCaq3oB9f-2gmUEH_eFHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstNHsKXHpUOoAK7H_nFoAn76mFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmdFH_r7osrdopjRHAnFoAJpopzY?r=https%3A%2F%2Fwww.tokopedia.com%2Fidutyfree%2Fvibe-creme-de-menthe-700ml%3FextParam%3Divf%253Dfalse%26src%3Dtopads&pub_domain=0&dv=desktop&ob=23&is_search=1&pub_unit=0&page=3&management_type=1&t=desktop&src=search&pub_id=0&keywords=perak+1oz
73,Vibe Creme de Menthe 700ml,250000,Chamber of Liquor,Jakarta Utara,1,5.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_UFoAJ7HA1fbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-7QSom1Vx_qjov83hbZSVkgBBvPsVVy7gsZcdOZBUN_MzS_jVzZf1OrJ1N1pPhrRC763YCguVMZuY2gI-foAVXu3uaQ_xvrsC0q1yf8soW3Ax_1IKfoJhegu-EquouHIuDH9oIrBCVzIx3y3HpgsnRz_zsqu-y31ogeSuk1sBHyaUDUSz2Q31i6sJf6_ja6AnpH_UDUMoFyaUEH_HFHmFircYpq9z2Qfdi6s1DUMVDgaUEUMWB89P5rMzwPcYwrI-5gIusPVYjg3gxP3h7UiFiQSuWyMua9fYM9fVjraUEH_HDUMNOQ3-BrBYxgIowrMuhUstaoZFiyfV79fBjraUE3pHObAeOopnDoA1dHV7DUMNwyfVXgcBjy9zB9fVjraUEopeDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEHpKFbsyaHs1aosyR6AKfHAJ7bm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-P7B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qMPR392u8JOJgRBHuJ1O_7P-PJNIz9Pqq_nO_S2o8jh1e9x68j-D_1zoHu2WZ9xqe7BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9PdyjrNHfgU8c2gq1BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qjV2_JoG8Bja69BqusBE3BPc8ujagfBvq1BE_7zCP1NkZ9B6uJja_M2soJYJ39PouVV2gBJYvZUDUMoDP9o7g9-wq3zwPsUi6sJpop1Nbm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUaopyNUiFioAHNoiUDUsHdHpHi9ZFirI-2yfuwyMBjUsthHpnFbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6sKdHidhoAnfHAJdo_1No_eNbm-hP3ua8uYag3hay3N09RosQR-BUstFbsnao_jpHAjNHAr7Hs17osU76I7?r=https%3A%2F%2Fwww.tokopedia.com%2Fchamberofliquor%2Fvibe-creme-de-menthe-700ml%3FextParam%3Divf%253Dfalse%26src%3Dtopads&src=search&is_search=1&keywords=perak+1oz&management_type=2&dv=desktop&t=desktop&page=3&ob=23&pub_id=0&pub_unit=0&pub_domain=0
74,Koin Perak Pamp Suisse 2020 Santa Claus Shaped 1oz Solomon Island,1650000,Fine Gold Gallery,Jakarta Utara,1,5.0,https://www.tokopedia.com/finegoldgallery/koin-perak-pamp-suisse-2020-santa-claus-shaped-1oz-solomon-island?extParam=ivf%3Dfalse%26src%3Dsearch
75,SILVER PERAK ISILVER KOIN EAGLE GARUDA BATIK 1OZ (31.1 GR) + FREE GIFT,495000,PACIH,Depok,4,5.0,https://www.tokopedia.com/pacih/silver-perak-isilver-koin-eagle-garuda-batik-1oz-31-1-gr-free-gift?extParam=ivf%3Dfalse%26src%3Dsearch
76,Whisky Sterling Reserve B10 B 10 Premium Blended 375 ml,178000,Wine Popular,Jakarta Pusat,27,5.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_1doArRHAnhbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-7QSom1Vx_qjov83hbZSVkgBBvPsVVy7gsZcdOZBUN_MzS_jVzZf1OrJ1N1pPhrRC763YCguVMZuY2gI-foAVXu3uaQ_xvrsC0q1yf8soW3Ax_1IKfoJhegu-EquouHIuDH9oIrBCVzIx3y3HpgsnRz_zsqu-y31ogeSuk1sBHyaUDUSz2Q31i6sJf6_ja6AnpH_UDUMoFyaUEH_JFHmFircYpq9z2Qfdi6sKDUMVDgaUEUMWB89P5rMzwPcYwrI-5gIusPVYjg3gxP3h7UiFiQSuWyMua9fYM9fVjraUEH_HDUMNOQ3-BrBYxgIowrMuhUstaoZFiyfV79fBjraUE3pHObAeOopnDoA1R6V7DUMNwyfVXgcBjy9zB9fVjraUEopeDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEHpydbsnd6AKNopJdHsjRopefbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-P7B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qMPR392u8JOJgRBHuJ1O_7P-PJNIz9Pqq_nO_S2o8jh1e9x68j-D_1zoHu2WZ9xqe7BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9PdyjrNHfgU8c2gq1BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qjV2_JoG8Bja69BqusBE3BPc8ujagfBvq1BE_M2SP1OJgpzvzcDp_uzS81Y1ypo6zVB2gBJYvZUDUMoDP9o7g9-wq3zwPsUi6sHd6_rdbm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUaopyNUiFioAHNoiUDUsHdHpHi9ZFirI-2yfuwyMBjUsthH_nFbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6sKRHmdpoAK7HsJ76_Jp6Aeabm-hP3ua8uYag3hay3N09RosQR-BUstFbsnd6_17HA1doAjFo_JN6AzY?dv=desktop&pub_domain=0&management_type=2&t=desktop&is_search=1&pub_unit=0&keywords=perak+1oz&pub_id=0&r=https%3A%2F%2Fwww.tokopedia.com%2Fwinepopular%2Fwhisky-sterling-reserve-b10-b-10-premium-blended-375-ml%3FextParam%3Divf%253Dfalse%2526whid%253D16110589%26src%3Dtopads&ob=23&src=search&page=3
